"title","imdbid","rating","year","id"
"Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu","0110054",3,1994,4326
"Fear City: A Family-Style Comedy","0109440",3,1994,2972
"Blue Sky","0109306",3,1994,3004
"J&#39;ai pas sommeil","0110171",3,1994,3008
"Trading Mom","0111470",3,1994,3044
"Hudsucker Proxy, The","0110074",1,1994,3062
"Last Seduction, The","0110308",1,1994,3104
"Wing Chun","0111800",2,1994,3106
"Giorgino","0109900",3,1994,3133
"Fantastic Four, The","0109770",1,1994,3162
"I Like It Like That","0110091",3,1994,3179
"No Escape","0110678",0,1994,3243
"Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice)","0109277",3,1994,3331
"Oleanna","0110722",0,1994,3431
"Adventures of Priscilla, Queen of the Desert, The","0109045",3,1994,3501
"Street Fighter","0111301",3,1994,3522
"Getting Any?","0110524",0,1994,3657
"Specialist, The","0111255",1,1994,3788
"Crow, The","0109506",3,1994,3820
"Corrina, Corrina","0109484",3,1994,3840
"Swan Princess, The","0111333",1,1994,3973
"Chungking Express","0109424",1,1994,4056
"Road to Wellville, The","0111001",3,1994,4112
"It&#39;s Pat","0110169",3,1994,4421
"Three Colors: White","0111507",1,1994,4515
"Sister My Sister","0111205",3,1994,4602
"Star Trek Generations","0111280",3,1994,4618
"Birds 2: Land&#39;s End","0109275",3,1994,4645
"Mask, The","0110475",1,1994,4697
"Felidae","0109791",1,1994,4717
"Legends of the Fall","0110322",3,1994,4841
"Uncovered","0111549",3,1994,4869
"Brainscan","0109327",1,1994,4920
"Quiz Show","0110932",2,1994,4954
"Color of Night","0109456",3,1994,5078
"Frit&auml;nkaren","0109849",3,1994,5189
"In the Mouth of Madness","0113409",1,1994,5206
"A.P.E.X.","0109144",1,1994,5334
"Airheads","0109068",1,1994,5341
"Natural Born Killers","0110632",3,1994,5459
"Flintstones, The","0109813",3,1994,5738
"Wrony","0111751",3,1994,5890
"Little Rascals, The","0110366",2,1994,5909
"New Nightmare","0111686",3,1994,6029
"See How They Fall","0110958",1,1994,6154
"Four Weddings and a Funeral","0109831",3,1994,6451
"Serial Mom","0111127",3,1994,6477
"Black Beauty","0109279",3,1994,6981
"Dias contados","0109699",3,1994,7032
"D2: The Mighty Ducks","0109520",1,1994,7160
"Death and the Maiden","0109579",0,1994,7211
"I.Q.","0110099",0,1994,7263
"Don&#39;t Drink the Water","0109644",1,1994,7295
"It Could Happen to You","0110167",1,1994,7643
"Legend of Drunken Master, The","0111512",3,1994,7933
"Lakota Woman: Siege at Wounded Knee","0110297",3,1994,7935
"Kan du vissla Johanna?","0110236",0,1994,7972
"Runaway Daughters","0111033",3,1994,8004
"Secret of Roan Inish, The","0111112",3,1994,8446
"Sirens","0111201",3,1994,8460
"Jenny&#39;s Wedding","3289712",3,1994,8494
"Die gottliche Ordnung","5818818",3,1994,8592
"Vive L&#39;Amour","0109066",0,1994,8735
"Miracle on 34th Street","0110527",3,1994,8990
"Clear and Present Danger","0109444",0,1994,9108
"Next Karate Kid, The","0110657",3,1994,9406
"Revenge of the Musketeers","0109798",3,1994,9525
"Men of War","0110490",1,1994,9768
"Pentathlon","0110805",0,1994,9772
"Twilight Zone: Rod Serling&#39;s Lost Classics","0111520",2,1994,9780
"Voll normaaal","0111640",1,1994,9811
"Picture Bride","0114129",3,1994,9814
"Renaissance Man","0110971",2,1994,10077
"When a Man Loves a Woman","0111693",3,1994,10178
"Satantango","0111341",2,1994,10672
"Ref, The","0110955",3,1994,10700
"Clifford","0109447",3,1994,10901
"Usual Suspects, The","0114814",1,1995,54
"Se7en","0114369",1,1995,69
"Toy Story","0114709",1,1995,87
"Hackers","0113243",2,1995,97
"Casper","0112642",3,1995,106
"Outbreak","0114069",3,1995,110
"Die Hard: With a Vengeance","0112864",1,1995,147
"Empire Records","0112950",3,1995,163
"Billy Madison","0112508",1,1995,184
"Braveheart","0112573",2,1995,205
"Pocahontas","0114148",3,1995,207
"Sense and Sensibility","0114388",3,1995,267
"Mimi wo sumaseba (Whisper of the Heart)","0113824",3,1995,287
"Bridges of Madison County, The","0112579",3,1995,294
"Mallrats","0113749",2,1995,489
"Showgirls","0114436",3,1995,566
"Tank Girl","0114614",3,1995,569
"Cold Comfort Farm","0112701",3,1995,637
"How to Make an American Quilt","0113347",3,1995,640
"K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell)","0113568",0,1995,659
"Strange Days","0114558",3,1995,675
"Clueless","0112697",3,1995,749
"Now and Then","0114011",3,1995,897
"Circle of Friends","0112679",3,1995,905
"When Night is Falling","0114916",3,1995,947
"Mortal Kombat","0113855",1,1995,955
"Welcome to the Dollhouse","0114906",3,1995,974
"Antonia&#39;s Line","0112379",3,1995,982
"Four rooms","0113101",3,1995,986
"Batman Forever","0112462",1,1995,1024
"Balto","0112453",2,1995,1031
"While You Were Sleeping","0114924",3,1995,1032
"Heat","0113277",2,1995,1037
"Aladdin and the King of Thieves","0115491",1,1995,1065
"Pride and Prejudice","0112130",3,1995,1563
"French Kiss","0113117",2,1995,1132
"A Goofy Movie","0113198",2,1995,1160
"Gold Diggers: The Secret of Bear Mountain","0113188",3,1995,1433
"A little princess","0113670",3,1995,1435
"Sabrina","0114319",3,1995,1643
"Apollo 13","0112384",3,1995,2060
"Boys on the Side","0112571",3,1995,2071
"Copycat","0112722",3,1995,2100
"To Wong Foo, Thanks for Everything! Julie Newmar","0114682",3,1995,2163
"Casino","0112641",2,1995,2220
"Dangerous Minds","0112792",3,1995,2882
"Waterworld","0114898",2,1995,2303
"Safe","0114323",3,1995,2366
"Dolores Claiborne","0109642",3,1995,2394
"Butterfly Kiss","0112604",3,1995,2422
"Canadian Bacon","0109370",1,1995,2573
"Addiction, The","0112288",3,1995,2684
"Celluloid Closet, The","0112651",3,1995,2690
"Rumble in the Bronx (Hung fan kui)","0113326",1,1995,2835
"Twelve Monkeys","0114746",1,1995,2864
"Net, The","0113957",3,1995,2914
"Incredibly True Adventures of Two Girls in Love, The","0113416",3,1995,2931
"Serving in Silence","0114395",3,1995,3027
"Baby-Sitters Club, The","0112435",3,1995,3090
"Persuasion","0114117",3,1995,3142
"Pebble and the Penguin, The","0114108",2,1995,3267
"Fallen Angels","0112913",1,1995,3298
"Sailor Moon SuperS the Movie, The Ten Senshi Unite, Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream","0112513",3,1995,3332
"Mighty Morphin Power Rangers: The Movie","0113820",3,1995,3370
"American President, The","0112346",3,1995,3684
"Jumanji","0113497",3,1995,3801
"La Haine","0113247",0,1995,3877
"Before Sunrise","0112471",0,1995,4020
"Species","0114508",3,1995,4169
"Quick and the Dead, The","0114214",3,1995,4247
"Assassins","0112401",1,1995,4640
"Maborosi","0113725",3,1995,4678
"Underground","0114787",1,1995,4749
"Langoliers, The","0112040",3,1995,4791
"Congo","0112715",0,1995,4902
"Home for the holidays","0113321",3,1995,4904
"Dracula: Dead and Loving It","0112896",3,1995,5084
"Ringu Kanzenban","0235133",1,1995,5199
"Devil in a Blue Dress","0112857",1,1995,5317
"City of Lost Children, The","0112682",3,1995,5596
"Dragon Ball Z: Wrath of the Dragon","0142243",2,1995,5655
"Ace Ventura: When Nature Calls","0112281",0,1995,5710
"Dilwale Dulhania Le Jayenge","0112870",3,1995,5728
"Kids","0113540",3,1995,5771
"Dead Presidents","0112819",3,1995,5812
"First Knight","0113071",2,1995,5816
"Higher Learning","0113305",3,1995,5823
"GoldenEye","0113189",3,1995,6251
"Othello","0114057",2,1995,6544
"Desperado","0112851",1,1995,6625
"Party Girl","0114095",3,1995,6912
"Nadie hablara de nosotras cuando hayamos muerto","0113918",3,1995,7073
"Babe","0112431",3,1995,7364
"El dia de la bestia","0112922",3,1995,7388
"Village of the Damned","0114852",3,1995,7547
"Grim","0113221",3,1995,7566
"Catnapped! The Movie","0114689",3,1995,7568
"Nick of Time","0113972",3,1995,7651
"Land and Freedom","0114671",1,1995,7663
"La flor de mi secreto","0113083",3,1995,7702
"Friday","0113118",2,1995,7791
"Tommy Boy","0114694",3,1995,7805
"Judge Dredd","0113492",3,1995,7892
"Magic in the Water","0113737",1,1995,8442
"Dead Man Walking","0112818",3,1995,8451
"Basketball Diaries, The","0112461",1,1995,8526
"Total Eclipse","0114702",1,1995,8539
"Tall Tale","0111359",1,1995,8919
"Leaving Las Vegas","0113627",2,1995,8923
"Heavyweights","0110006",0,1995,8930
"Englishman Who Went Up a Hill But Came Down a Mountain, The","0112966",0,1995,9064
"Waiting To Exhale","0114885",2,1995,9104
"It Takes Two","0113442",1,1995,9230
"Rob Roy","0114287",0,1995,9588
"Indira","0121401",2,1995,9958
"Major Payne","0110443",0,1995,10039
"La c&eacute;r&eacute;monie","0112769",3,1995,9991
"Les apprentis","0112386",1,1995,10069
"True Crime","0114736",3,1995,10099
"Cure, The","0112757",1,1995,10179
"Mr. Holland&#39;s Opus","0113862",3,1995,10198
"Bad Boys","0112442",1,1995,10281
"Grumpier Old Men","0113228",3,1995,10697
"Cutthroat Island","0112760",1,1995,10715
"Free Willy 2","0113114",3,1995,10806
"Crimson Tide","0112740",0,1995,10883
"Le hussard sur le toit","0113362",3,1995,10992
"Alice in Wonderland","0898889",3,1995,11390
"Godzilla vs. Destoroyah","0113187",3,1995,11829
"Rock, The","0117500",1,1996,38
"Jane Eyre","0116684",3,1996,111
"Spy Hard","0117723",1,1996,129
"Trainspotting","0117951",2,1996,137
"Bound","0115736",3,1996,182
"Matilda","0117008",3,1996,369
"Broken Arrow","0115759",0,1996,431
"Space Jam","0117705",1,1996,435
"Independence Day","0116629",3,1996,444
"Mission: Impossible","0117060",1,1996,445
"From Dusk Till Dawn","0116367",1,1996,448
"Cable Guy, The","0115798",1,1996,449
"Quest, The","0117420",0,1996,525
"Down Periscope","0116130",0,1996,535
"Scream","0117571",3,1996,649
"Libertarias","0113649",3,1996,741
"Harriet the Spy","0116493",3,1996,760
"Fire","0116308",3,1996,881
"First Wives Club, The","0116313",3,1996,912
"I Shot Andy Warhol","0116594",3,1996,970
"Girls Town","0116418",3,1996,977
"Foxfire","0116353",3,1996,981
"Freeway","0116361",3,1996,1010
"DragonHeart","0116136",2,1996,1030
"Hunchback of Notre Dame, The","0116583",1,1996,1062
"Long Kiss Goodnight, The","0116908",3,1996,1340
"Love and Other Catastrophes","0116931",3,1996,1343
"Secrets &amp; Lies","0117589",3,1996,1411
"Hamlet","0116477",1,1996,1233
"Ridicule","0117477",1,1996,1099
"Muppet Treasure Island","0117110",1,1996,1129
"Craft, The","0115963",3,1996,1156
"Escape from L.A.","0116225",1,1996,1428
"Fly Away Home","0116329",3,1996,1569
"101 Dalmatians","0115433",3,1996,1172
"Connie Gomper &amp; the Pack","0377683",0,1996,1538
"Homeward Bound II: Lost in San Francisco","0116552",1,1996,1087
"Twister","0117998",3,1996,1082
"Jingle All the Way","0116705",1,1996,1722
"Female Perversions","0116293",3,1996,1791
"Striptease","0117765",3,1996,1818
"Fargo","0116282",2,1996,1852
"Associate, The","0115580",3,1996,1859
"Charlot og Charlotte","0115133",3,1996,1874
"Beyond Silence (Jenseits der Stille)","0116692",3,1996,2106
"Set It Off","0117603",3,1996,2154
"Grace of my heart","0116442",3,1996,2208
"Emma","0116191",3,1996,2221
"English Patient, The","0116209",3,1996,2449
"Spitfire Grill, The","0117718",3,1996,2885
"Mirror Has Two Faces, The","0117057",3,1996,2937
"Pusher","0117407",0,1996,2994
"Swallowtail Butterfly","0117797",3,1996,3017
"That Thing You Do!","0117887",3,1996,3023
"Brassed Off","0115744",3,1996,3038
"Walking and Talking","0118113",3,1996,3059
"Beautiful Girls","0115639",3,1996,3081
"When the Cat&#39;s Away","0115856",3,1996,3242
"Mother Night","0117093",1,1996,3291
"August","0115591",3,1996,3383
"Star Trek: First Contact","0117731",3,1996,3402
"Glimmer Man, The","0116421",1,1996,3410
"Hard Eight","0119256",0,1996,3526
"God of Cookery, The","0116426",1,1996,3553
"Frighteners, The","0116365",3,1996,3679
"Kids Return","0116767",3,1996,3703
"Kingpin","0116778",1,1996,3822
"Big Night","0115678",3,1996,3966
"James and the Giant Peach","0116683",3,1996,3970
"Romeo + Juliet","0117509",3,1996,4067
"Fear","0116287",3,1996,4353
"Sabrina the Teenage Witch","0117534",3,1996,4425
"Three Lives and Only One Death","0117968",2,1996,4482
"Mars Attacks!","0116996",3,1996,4621
"Fan, The","0116277",1,1996,4778
"Mr. Wrong","0117102",3,1996,4822
"Irma Vep","0116650",3,1996,4831
"Eye for an Eye","0116260",3,1996,4859
"Truth About Cats &amp; Dogs, The","0117979",3,1996,4890
"Chain Reaction","0115857",1,1996,4967
"Poison Ivy II","0114151",3,1996,4972
"Birdcage, The","0115685",2,1996,4977
"Manny &amp; Lo","0116985",3,1996,5125
"Hellraiser: Bloodline","0116514",1,1996,5266
"Lone Star","0116905",2,1996,5295
"Preacher&#39;s Wife, The","0117372",3,1996,5326
"Welcome to the Discworld","0313773",0,1996,5343
"Swingers","0117802",2,1996,5413
"Beavis and Butt-Head Do America","0115641",1,1996,5493
"Crash","0115964",3,1996,5551
"Beautiful Thing","0115640",3,1996,5698
"Daytrippers, The","0116041",3,1996,5778
"Waiting for Guffman","0118111",3,1996,5786
"A Jin de gushi / Ah Kam, the Stunt woman","0115485",1,1996,5855
"Stealing Beauty","0117737",3,1996,5883
"Tenchi Muy&ocirc;! In Love","0117876",3,1996,5932
"Basquiat","0115632",2,1996,6074
"Va&#39; dove ti porta il cuore","0118105",3,1996,6169
"Mystery Science Theater 3000: The Movie","0117128",1,1996,6441
"Entertaining Angels: The Dorothy Day Story","0116212",3,1996,6536
"Michael","0117038",3,1996,6623
"Curdled","0115994",3,1996,6738
"La belle verte","0115650",3,1996,6754
"Eraser","0116213",3,1996,6839
"Twelfth Night or What You Will","0117991",3,1996,6943
"Funeral, The","0116378",3,1996,7051
"Sleepers","0117665",1,1996,7352
"Un air de famille","0118015",3,1996,7598
"Evita","0116250",3,1996,7630
"Jack","0116669",2,1996,7644
"Primal Fear","0117381",1,1996,7658
"Tremors II: Aftershocks","0114720",0,1996,7678
"Crucible, The","0115988",3,1996,7932
"Jerry Maguire","0116695",2,1996,8008
"Marvin&#39;s Room","0116999",3,1996,8057
"Sonic the Hedgehog: The Movie","0237765",0,1996,8124
"Last Man Standing","0116830",1,1996,8208
"2 Days in the Valley","0115438",3,1996,8638
"Tin Cup","0117918",3,1996,9065
"Watermelon Woman, The","0118125",3,1996,9088
"Mother","0117091",3,1996,9319
"La lengua asesina","0116770",3,1996,9457
"Daylight","0116040",1,1996,9725
"Barb Wire","0115624",1,1996,9782
"Rollergator","0207061",3,1996,9790
"Michael Collins","0117039",1,1996,10042
"Phantom, The","0117331",3,1996,10098
"Love, etc.","0116932",1,1996,10805
"Courage Under Fire","0115956",1,1996,10881
"Happy Gilmore","0116483",0,1996,10892
"Arrival, The","0115571",1,1996,11146
"Substitute, The","0117774",1,1996,11170
"A time to kill","0117913",1,1996,11249
"Bottle Rocket","0115734",2,1996,11436
"Ghost and the Darkness","0116409",0,1996,11798
"Austin Powers: International Man of Mystery","0118655",2,1997,5
"Fifth Element, The","0119116",1,1997,22
"Game, The","0119174",1,1997,68
"Murder at 1600","0119731",1,1997,70
"Gattaca","0119177",1,1997,77
"Men in Black","0119654",1,1997,83
"Devil&#39;s Advocate, The","0118971",3,1997,105
"Starship Troopers","0120201",3,1997,107
"Alien: Resurrection","0118583",3,1997,297
"Conspiracy Theory","0118883",2,1997,318
"Mononoke-hime","0119698",3,1997,326
"Wilde","0120514",3,1997,343
"Titanic","0120338",3,1997,345
"Dante's Peak","0118928",3,1997,424
"Liar Liar","0119528",1,1997,425
"Flubber","0119137",2,1997,426
"G.I. Jane","0119173",3,1997,524
"Con Air","0118880",2,1997,573
"La vita &egrave; bella","0118799",0,1997,614
"Good Will Hunting","0119217",0,1997,623
"Postman, The","0119925",1,1997,634
"Event Horizon","0119081",3,1997,662
"Hercules","0119282",3,1997,729
"Romy and Michelle&#39;s High School Reunion","0120032",3,1997,754
"Cube","0123755",3,1997,792
"Contact","0118884",3,1997,904
"Career Girls","0118818",1,1997,931
"As Good as It Gets","0119822",3,1997,936
"Grosse Pointe Blank","0119229",3,1997,1000
"Batman &amp; Robin","0118688",2,1997,1026
"Jungle 2 Jungle","0119432",2,1997,1054
"For Richer or Poorer","0119142",3,1997,1055
"Air Force One","0118571",1,1997,1068
"Winter Guest, The","0120521",3,1997,1409
"Inheritance, The","0119369",3,1997,1483
"Wild America","0120512",2,1997,1595
"Funny Games","0119167",3,1997,1193
"My Best Friend&#39;s Wedding","0119738",2,1997,1202
"Anastasia","0118617",3,1997,1218
"Air Bud","0118570",1,1997,1127
"Good Burger","0119215",1,1997,1159
"Cinderella","0128996",3,1997,1584
"Spice World","0120185",3,1997,1406
"Actrius","0115462",3,1997,1794
"Taste of Cherry","0120265",0,1997,1810
"Fierce Creatures","0119115",1,1997,1816
"Castle, The","0118826",3,1997,1830
"Clockwatchers","0118866",3,1997,1900
"Cats Don&#39;t Dance","0118829",3,1997,1947
"Eve&#39;s Bayou","0119080",3,1997,2101
"Jackie Brown","0119396",3,1997,2176
"L.A. Confidential","0119488",1,1997,2236
"Boogie Nights","0118749",3,1997,2347
"Volcano","0120461",3,1997,2395
"Chasing Amy","0118842",3,1997,2423
"Paradise Road","0119859",3,1997,2494
"Well, The","0120493",3,1997,2666
"Vegas Vacation","0120434",3,1997,3148
"Selena","0120094",3,1997,3195
"A Simple Wish","0120133",3,1997,3223
"Chun gwong cha sit (Happy Together)","0118845",0,1997,3232
"Turbo: A Power Rangers Movie","0120389",3,1997,3371
"Spawn","0120177",3,1997,3373
"Kiss the Girls","0119468",2,1997,3882
"Orgazmo","0124819",1,1997,3917
"Snow White: A Tale of Terror","0119227",3,1997,3928
"Mortal Kombat: Annihilation","0119707",3,1997,4064
"Lost Highway","0116922",1,1997,4154
"Smilla&#39;s Sense of Snow","0120152",3,1997,4164
"My Life in Pink ( Ma Vie En Rose )","0119590",3,1997,4216
"Fever Pitch","0119114",3,1997,4333
"George of the Jungle","0119190",3,1997,4360
"Ayneh","0117056",3,1997,4380
"Ayneh","0117056",3,1997,4381
"Peacemaker, The","0119874",3,1997,4383
"In the Company of Men","0119361",1,1997,4496
"Mrs Dalloway","0119723",3,1997,4527
"Wrong Guy, The","0120536",1,1997,4635
"Scream 2","0120082",3,1997,4643
"I Know What You Did Last Summer","0119345",3,1997,4657
"I Think I Do","0125209",3,1997,4932
"La principessa e il povero","0178844",3,1997,4987
"Le Acrobate","0118550",3,1997,5058
"Lost World: Jurassic Park, The","0119567",3,1997,5074
"Neon Genesis Evangelion: The End of Evangelion","0169858",3,1997,5108
"Free Willy 3: The Rescue","0119152",1,1997,5136
"Knockin&#39; on Heaven&#39;s Door","0119472",1,1997,5143
"Picture Perfect","0119896",3,1997,5172
"Face/Off","0119094",1,1997,5329
"Soul Food","0120169",3,1997,5820
"Night Flier, The","0119784",3,1997,5865
"Tower of Terror","0131620",3,1997,6071
"Clover","0124317",3,1997,6204
"Odyssey, The","0118414",2,1997,6241
"Hardboiled Egg","0122648",2,1997,6249
"Open Your Eyes","0125659",1,1997,6691
"House of Yes, The","0119324",3,1997,6736
"Sticky Fingers of Time, The","0127302",3,1997,6749
"Fireworks","0119250",1,1997,6800
"Full Monty, The","0119164",2,1997,6805
"Cure","0123948",1,1997,7174
"Pooh&#39;s Grand Adventure: The Search for Christopher Robin","0119918",0,1997,7371
"A Life Less Ordinary","0119535",2,1997,7534
"Donnie Brasco","0119008",1,1997,7627
"Seven Years in Tibet","0120102",1,1997,7660
"An American Werewolf in Paris","0118604",1,1997,7675
"Carne tr&eacute;mula [Live Flesh]","0118819",2,1997,7710
"Csinibaba","0118906",1,1997,8564
"Gummo","0119237",3,1997,8800
"Cop Land","0118887",0,1997,9151
"Lolita","0119558",3,1997,9220
"Anaconda","0118615",2,1997,9275
"Mrs. Brown","0119280",3,1997,9280
"Tomorrow Never Dies","0120347",1,1997,9336
"Home Alone 3","0119303",3,1997,9407
"Retroactive","0117468",2,1997,9989
"In &amp; Out","0119360",2,1997,10197
"Steel","0120207",2,1997,10238
"Children of Heaven","0118849",3,1997,10507
